Object_Identificator,Bonus,Onus_0,Onus_1,Onus_2,Onus_3,Onus_4,Onus_5,Onus_6,Onus_7,Onus_8,Onus_9,Onus_10,Onus_11,Onus_12,Onus_13,Onus_14,Onus_15,Onus_16,Onus_17,Onus_18,Onus_19,Onus_20,Onus_21,Onus_22,Onus_23,Onus_24,Onus_25,Onus_26,Onus_27,Onus_28,Onus_29,Onus_30,Onus_31,Onus_32,Onus_33,Onus_34,Onus_35,Onus_36,Onus_37,Onus_38,Onus_39,Onus_40,Onus_41,Onus_42,Onus_43,Onus_44,Onus_45,Onus_46,Onus_47,Onus_48,Onus_49,Onus_50,Onus_51,Onus_52,Onus_53,Onus_54,Onus_55,Onus_56,Onus_57,Onus_58,Onus_59,Onus_60,Onus_61,Onus_62,Onus_63,Onus_64,Onus_65,Onus_66,Onus_67,Onus_68,Onus_69,Onus_70,Onus_71,Onus_72,Onus_73,Onus_74,Onus_75,Onus_76,Onus_77,Onus_78,Onus_79,Onus_80,Onus_81,Onus_82,Onus_83,Onus_84,Onus_85,Onus_86,Onus_87,Onus_88,Onus_89,Onus_90,Onus_91,Onus_92,Onus_93,Onus_94,Onus_95,Onus_96,Onus_97,Onus_98,Onus_99,Onus_100,Onus_101,Onus_102,Onus_103,Onus_104,Onus_105,Onus_106,Onus_107,Onus_108,Onus_109
526,301.50583,798.65878,346.76815,57.88814,888.81351,828.25069,185.42808,571.73217,667.19485,411.45237,16.96777,143.88923,685.31741,997.61349,304.15965,644.27701,656.20527,813.47074,62.86564,726.31198,96.68422,480.44365,191.01089,762.88308,646.58685,366.52675,499.56889,99.99943,292.41762,159.83208,8.06958,467.43086,504.30373,750.086,893.08857,441.25428,167.6417,974.52875,911.84669,758.40341,544.15231,898.9299,548.19453,627.38527,512.81073,399.42853,607.36379,688.27075,97.76772,784.02848,233.2012,277.70139,178.78895,666.9946,768.52243,32.81397,729.03211,748.81745,613.87462,477.17957,31.83363,507.25869,619.27517,670.14014,32.19266,249.0703,72.86756,468.38781,692.75577,219.83708,873.99884,44.8309,743.71201,789.35811,607.18357,895.17026,807.76719,258.44816,973.65704,864.45761,784.30772,694.39382,836.59345,634.97346,307.84641,378.75741,120.47512,505.96048,977.03737,247.18806,605.01994,581.5023,526.01921,374.88967,507.66612,486.51955,558.06597,7.85599,275.35043,277.85531,534.23766,717.28184,89.43851,110.98039,975.81756,983.75525,340.6249,949.329,942.07735,188.42922,268.02281
527,794.70399,960.41443,536.31987,577.33101,742.90378,253.74169,629.81584,957.9602,63.54601,744.29282,646.754,315.55474,249.93408,350.83955,607.09742,923.26489,643.81046,36.81872,289.79936,64.04993,155.24741,374.6326,711.91522,828.97835,465.96561,554.35076,30.66647,840.39562,542.37807,771.15656,595.68086,256.93682,848.7125,68.00711,23.33286,707.60913,859.67156,324.54992,663.42361,626.75111,372.49744,762.7999,134.67304,684.29501,488.54668,919.46318,616.42223,754.62529,398.87488,414.18175,14.39835,873.81703,187.26157,101.6228,600.07427,325.44671,830.40863,910.21907,621.74404,333.05178,264.67947,634.1287,903.07222,588.62943,297.70397,114.2123,247.28873,938.69293,902.58843,53.63426,648.67033,74.39555,496.67514,682.46608,37.9493,475.97705,395.04184,495.58337,724.17259,864.84398,642.19257,26.19177,353.9949,138.33936,448.39967,976.09663,105.67148,224.17659,999.34245,408.52011,360.62029,953.07565,892.99869,669.34649,368.39237,432.57263,975.48096,703.62881,139.30763,107.00592,440.93218,527.91738,726.98571,232.18856,338.85956,399.46141,746.84572,924.62364,27.32411,538.43228,560.307
528,575.31799,930.40417,845.21934,840.61569,118.59534,942.46392,359.56821,769.63297,975.50011,17.49543,48.10093,296.12259,327.55567,948.17684,412.41951,778.46127,719.20425,459.05673,435.49839,82.12526,482.38486,627.55148,109.15157,790.76369,956.93596,88.61013,739.8365,934.38626,670.92128,45.43534,602.00484,472.666,247.90482,344.20224,772.08441,125.68188,511.37855,422.03724,955.5373,768.98904,10.61567,991.20022,506.15647,201.35615,692.21695,947.81733,334.53548,162.07792,861.82738,299.37802,218.64622,685.86525,484.88432,469.46105,337.58753,823.24282,430.17306,919.2817,790.6836,523.26959,904.26591,326.22185,389.21603,908.15876,699.87758,752.85629,476.3694,668.17023,17.65425,242.83149,322.82931,938.76117,730.01134,838.4782,833.03519,965.39412,745.10548,308.29091,416.04597,689.30744,509.27803,855.51338,516.14971,469.90674,642.26814,816.21049,467.70479,971.62625,34.853,5.00621,571.60122,859.28646,816.40395,749.04752,871.01799,904.70938,844.44481,912.56748,42.15304,687.90104,492.53765,680.21641,723.01929,585.17053,556.04383,23.11206,111.22188,97.83321,703.36144,940.16052,820.62504
529,874.567,684.04414,781.1733,703.40138,286.85252,371.19761,891.86712,995.53234,543.83129,921.89104,212.47487,229.45188,468.64388,21.34576,147.50952,262.60587,386.68109,442.17666,535.12051,760.17556,256.15623,847.66721,497.18894,837.24753,863.5162,408.61777,241.74557,207.66077,765.76247,586.56589,163.2547,935.15331,258.15152,390.42438,859.44117,900.36913,760.55486,885.01525,829.36868,518.39095,590.65706,547.42479,306.19312,862.12345,468.20697,50.57124,864.92892,409.02668,638.16691,303.91961,542.58257,281.22775,401.44388,947.36604,789.14378,682.01931,304.15,22.78626,67.87377,630.17442,350.10186,753.2977,497.54989,450.87097,127.88976,468.7792,736.71156,607.70071,204.80889,55.71273,498.6114,131.72596,233.54203,711.39012,470.04573,878.13274,341.22998,259.33933,301.794,515.07937,213.37951,514.01982,212.27823,445.2668,804.08827,663.62705,564.93791,669.19368,101.33768,205.81015,0.83693,324.81844,159.98053,393.19482,901.75651,914.33895,865.15383,459.04557,416.32666,145.21385,255.95635,347.58747,516.83583,87.8875,945.415,491.35563,144.37324,322.80497,480.34565,771.33205,460.62592
530,313.61495,776.17201,1.83093,790.75893,165.308,599.06295,303.95512,516.23646,927.87507,430.76687,219.11979,512.38277,91.86145,351.53687,706.44979,414.48537,617.81591,260.51706,807.50469,250.07133,407.12066,898.53192,994.31268,794.75346,337.38907,410.08689,286.08083,715.67198,371.78013,988.02501,741.32201,692.05166,940.32828,20.41445,2.44712,153.79942,956.99625,458.7458,167.53666,421.7001,476.29289,4.53547,978.44343,230.78954,838.39769,818.95483,677.48031,222.21582,808.47598,606.33608,548.63948,427.40083,10.36757,762.69499,12.8721,94.27322,304.20568,27.51971,777.7917,44.78836,717.23722,682.2061,423.81359,323.05323,570.96197,687.83563,998.59932,944.5241,597.30799,163.81206,195.64608,559.82945,625.86608,352.33979,91.69835,629.61404,475.01353,949.63466,869.45048,593.55621,890.82145,298.68113,752.21448,488.93298,136.07264,530.72112,973.48358,904.98826,486.9587,137.86396,923.00414,428.41931,859.16199,364.38796,553.01383,659.53642,211.06031,199.71856,806.1166,191.86049,184.0772,972.58305,300.82093,343.95211,139.18376,188.32027,123.55728,988.53696,73.19236,238.54044,368.18948
531,331.32438,867.68791,799.73487,619.01191,127.07899,160.78519,462.7605,227.63767,832.21858,834.16625,335.49419,819.77159,721.57171,925.30129,69.86776,493.35761,106.6637,200.66607,139.39879,245.53713,724.74587,448.18525,977.01037,767.62262,396.46671,63.77791,153.32113,62.29611,505.02527,254.48464,836.89277,833.98667,547.14173,881.80274,791.86106,417.0704,36.753,445.13746,708.29999,644.38692,990.82164,268.53935,42.3503,628.90673,200.86037,640.61792,936.31012,542.52883,456.16162,81.17969,760.23019,376.79975,951.1212,969.44897,206.11572,272.16235,825.65847,705.54943,683.55832,244.66616,263.63095,180.79623,794.94499,321.5284,272.49919,972.05355,791.10995,806.50781,153.95114,776.95967,408.20449,620.49606,282.00945,726.65699,740.96864,140.36543,962.39522,231.14497,396.92329,239.23029,918.64364,276.23964,623.59916,117.37344,894.89394,877.18305,367.29715,943.22478,671.96122,86.56794,682.61493,417.26221,872.70358,405.81654,30.67936,923.68312,236.55311,82.89911,874.93423,171.54711,659.37292,262.73369,834.44897,424.44585,615.90819,486.00264,325.00983,151.9522,193.4048,140.23883,634.43761
532,464.16246,753.46647,795.78595,168.92648,202.64346,126.61441,610.32021,631.19848,361.90959,128.36799,372.7136,811.26616,520.45642,595.19311,26.24297,710.58443,808.31248,517.8002,72.12566,160.52659,444.51672,696.58623,464.63773,363.82863,336.19943,430.27034,751.9465,281.59666,521.09594,257.67511,271.58078,706.60986,379.12214,956.20212,262.15753,524.72077,96.891,249.15366,845.2412,154.46819,515.52149,227.34059,498.50096,558.29372,355.42819,762.26702,708.12048,16.66995,537.09575,195.92128,507.78492,811.83424,797.9445,552.76676,217.32355,898.98896,971.68163,987.57429,471.13852,113.43096,454.20598,29.54278,828.02197,931.34488,599.01444,197.5293,835.92224,696.29158,878.9335,331.55275,366.34927,92.39389,801.6979,75.99733,841.70926,194.05893,740.31188,484.91061,924.5338,933.9299,368.64458,533.98125,8.63723,14.1211,76.63859,27.92714,336.60248,653.71467,811.43693,792.33081,315.33239,74.07412,37.25815,618.7772,405.2226,817.15729,177.3249,676.56089,845.24907,322.6827,861.3419,798.60369,944.18862,199.18881,515.16482,583.72,388.48908,387.77967,793.521,944.9393,172.32882
533,442.68924,652.14945,341.84339,56.1685,586.57457,436.61033,852.73471,411.32173,663.52446,303.75173,208.96831,74.02065,130.91031,559.76547,661.91242,766.3713,546.87768,431.19985,976.32785,997.69437,678.34136,490.73385,512.31715,73.18341,785.05981,318.34699,64.51259,963.53021,667.45574,494.25425,68.34483,111.06183,953.8625,574.62511,543.91677,530.46664,253.49709,138.12925,958.83243,855.66479,483.49467,234.50539,849.71791,311.78485,717.57923,153.85833,950.17148,429.94699,162.51027,434.09086,504.83911,489.97049,214.44428,454.32044,690.21252,959.7969,169.21388,859.88837,755.36285,498.72119,667.63965,828.27367,679.0306,429.60439,957.52379,307.43801,863.96425,130.32471,933.75901,802.9765,504.74737,293.37277,249.94078,109.09781,869.9037,654.48323,974.91539,745.88858,887.0058,568.21451,645.16467,587.07939,699.52315,325.93518,331.05105,106.98481,771.81826,590.19965,730.23705,644.34712,770.54619,27.15359,543.86088,848.57227,968.62687,570.60534,968.19865,593.59105,982.26852,670.01248,621.64777,343.13393,614.79434,116.6383,486.42072,272.32189,32.84718,56.07258,495.14686,851.27011,964.79754
534,294.17373,289.47449,681.63203,177.75072,758.06729,642.98875,488.52535,11.6197,93.48619,739.61728,507.12326,135.39845,333.96397,77.07502,431.72138,905.14782,333.08921,134.921,355.0944,951.85222,707.1984,196.31584,87.5833,705.20509,816.54284,494.97199,752.07121,923.65237,783.73881,956.15619,863.98046,244.58644,461.7718,278.51035,296.88407,123.91891,152.55081,676.0308,161.50576,962.28625,909.28285,162.53214,18.71509,123.43254,2.63837,400.80668,804.04218,518.87287,975.26623,903.27471,878.74793,8.35939,732.51793,193.81319,183.41055,895.01204,829.43791,301.02929,703.0123,372.00242,25.85049,659.64558,737.41368,492.40216,591.15395,265.02387,306.90181,539.39258,826.32555,159.07847,73.7029,534.19764,473.20258,994.14531,920.40638,55.13794,997.97995,668.17545,711.02316,16.49253,638.68545,609.07958,270.13106,848.76137,525.51483,77.88561,909.64623,22.28101,847.62736,508.96839,687.88543,274.19839,6.39346,438.65481,998.53986,988.2115,695.33264,784.5348,230.34312,352.49139,165.12664,933.4607,748.47609,267.76513,263.06425,666.47621,396.60648,541.64153,925.68695,317.1762,364.63701
535,718.32807,689.86632,777.39867,781.2167,65.30017,217.72078,379.21169,757.39116,719.55993,187.01718,863.75668,74.85098,246.20263,378.8918,131.62817,33.84826,743.38519,919.4978,774.15976,692.76451,13.04658,826.26652,732.77443,493.90911,414.09123,56.73974,974.27233,97.00918,684.01505,904.58602,633.72776,928.66789,345.91396,783.225,610.27027,967.14008,66.39,817.76123,433.9053,405.49981,426.11649,18.51773,937.21505,351.01743,902.90904,182.05164,808.3256,667.37494,945.05888,673.5857,555.48576,523.19844,867.17746,88.96171,663.82023,708.37864,59.98115,99.90714,113.41998,193.09956,566.29367,700.20045,968.11674,813.83577,755.21883,466.61304,787.28996,606.00932,737.03493,385.9591,494.81945,41.42368,666.98368,714.28434,621.96114,811.77482,680.76302,806.04233,305.11226,264.91181,27.64065,624.18714,552.94503,149.07417,759.19762,644.61761,775.8672,653.47069,867.72175,452.55921,946.16871,455.71687,226.48071,74.24494,356.94,616.63576,970.19623,627.6909,15.98059,169.56518,512.09766,178.63942,525.63228,525.86758,269.62991,755.06831,556.227,751.51421,647.48284,166.18793,476.87122
536,892.11869,800.38762,39.18872,31.29834,299.07459,873.90931,646.22412,298.40095,420.98047,603.95386,39.00991,400.88718,856.77149,739.19827,91.63121,33.16828,601.83665,511.11051,708.25455,595.11153,104.63792,171.78626,159.41373,474.53508,822.42365,100.85784,19.11174,945.30919,97.59161,43.01639,363.95781,328.31054,880.8579,995.90659,155.91215,348.89021,405.70377,947.79006,456.35238,264.94628,392.53147,100.52064,477.93237,458.89187,899.7077,778.52669,885.88141,287.07748,653.37345,333.3917,242.59793,170.91392,642.29426,925.36929,346.18603,338.8502,656.94012,740.55409,487.46255,80.10177,697.73063,228.6258,133.79661,419.59862,499.45833,427.47678,79.9864,747.17246,703.25449,725.11373,75.12999,426.79938,30.44203,823.58252,716.5826,127.13544,342.54814,670.275,556.56096,853.63476,881.37379,798.68508,581.18996,878.94998,88.30574,172.71755,556.96052,263.1039,763.7304,658.58675,1.37551,915.40523,446.80651,277.78206,607.79969,307.5208,507.82596,608.62428,320.42448,757.86574,795.75964,681.09859,920.47302,115.82189,867.42156,976.77991,73.55733,800.39611,740.36315,540.48985,951.87148
537,370.07268,622.38406,261.42321,132.07355,986.80497,287.56086,277.54239,727.8292,83.20142,489.67462,376.34812,999.47967,433.64229,403.9343,895.64046,817.87323,348.55551,997.8527,767.13082,538.11847,358.59371,122.46784,512.62548,315.96299,493.91946,269.82804,258.05865,835.6601,155.02884,487.04718,654.41743,928.01913,629.41961,552.10976,257.67805,81.34007,460.85707,893.7927,126.65437,743.15186,643.23761,939.27174,660.61048,773.46601,933.93253,524.80383,266.41628,841.00695,442.21722,280.32517,275.88162,878.87296,199.28344,232.52889,68.13961,997.09757,656.05235,187.70492,896.66698,252.42165,453.95024,502.41418,896.00106,900.67063,956.77554,840.62121,957.11212,155.02785,9.28201,864.92633,369.36984,805.21553,151.55173,786.28267,923.62798,780.10854,214.36086,294.65232,434.59553,423.43396,571.4757,831.44958,402.97207,214.1968,198.09439,758.85986,189.78171,480.13519,778.00509,465.80048,677.81286,494.70093,960.23316,845.18421,424.5006,267.83519,966.78457,461.20408,356.65197,265.9599,433.00535,202.18638,990.6562,545.06111,850.33224,944.5037,378.65957,315.02802,323.24711,990.32984,873.86664
538,159.77827,86.59231,128.86059,803.5635,39.02317,988.55987,965.50577,464.385,624.74279,601.99117,157.24171,954.63261,926.24018,416.30794,223.69482,825.56326,52.56791,925.61345,158.7391,861.85713,277.06911,318.48657,896.8072,661.78483,83.00815,386.27668,448.21133,866.18123,874.00406,173.57543,811.0252,839.62847,987.81341,339.73538,614.17785,451.53967,198.70337,51.3489,557.06967,796.11693,843.52775,286.04177,509.46997,149.46506,671.98617,763.3402,958.52449,534.94622,436.17785,145.8411,977.3014,56.31371,439.44657,764.96963,88.06048,529.43838,437.86156,820.87574,395.01703,86.07563,494.18553,88.7394,685.69299,72.82523,460.41539,689.01881,898.88032,56.82347,947.67372,922.32311,686.50298,994.52383,832.04007,352.93957,941.85979,623.97192,297.7635,365.42888,742.83245,796.79032,515.20227,969.36761,681.41672,942.33813,651.36523,732.02447,750.82732,2.74398,418.82326,303.54575,496.6876,121.8096,132.31465,404.40327,275.62471,816.81501,383.20201,420.19903,549.30602,5.32912,971.67026,804.43644,199.01393,509.45061,604.58971,692.84822,194.20155,193.54028,793.57963,59.63744,856.01373
539,226.12848,399.4855,491.57173,670.37572,86.40605,840.5592,975.1763,993.18681,451.52855,362.83591,261.03904,669.41703,730.32436,652.87665,289.69761,81.37481,408.98381,500.09149,58.68391,829.94364,465.61144,790.94563,879.30216,770.0534,405.84094,686.1992,510.81595,925.45633,255.81593,15.93073,406.3749,873.84776,982.52804,101.67351,83.18986,214.5478,313.5166,672.5218,58.60855,538.83226,286.17464,479.98102,9.38885,752.2434,741.21776,213.61974,217.08581,280.41569,94.76758,869.67181,10.90768,224.10784,495.671,355.30664,37.69078,295.65656,954.13391,78.57913,368.57211,496.16346,761.40553,321.56478,345.20985,291.09218,228.62991,348.01997,95.54204,32.85429,570.82028,523.92972,250.14854,930.87406,370.6962,889.70353,362.58387,795.60715,125.25278,168.70094,519.62109,640.49875,672.24445,935.03091,789.88603,790.95207,48.26279,189.80085,314.09693,353.82786,976.8765,295.1826,825.77669,547.31978,249.99647,48.7044,891.26782,160.57339,846.03356,954.29065,820.56677,193.63954,306.39136,273.36983,890.98998,546.72004,174.88944,457.0692,674.06026,891.05396,711.21497,589.50033,900.21866
540,512.80459,904.49444,205.01755,607.73841,730.4448,535.00583,516.7862,174.36058,871.52111,862.37517,647.85491,297.60965,218.53818,656.53051,888.827,642.57868,425.82846,126.88788,893.6249,490.93545,721.79946,978.2566,531.8718,40.39068,539.4394,554.60136,577.75043,246.6184,530.49212,664.79892,899.51655,838.61652,75.96144,174.10711,823.59764,239.38195,542.60295,571.51878,9.62134,631.06276,879.29058,606.41955,4.57091,28.27238,156.07109,877.75728,280.05832,382.83636,871.59751,55.90438,53.62308,77.07059,797.0626,480.55951,305.77059,42.33562,114.25867,712.05754,526.51192,553.7844,941.75999,645.94433,55.813,611.78349,57.65065,756.40664,663.50065,290.44907,776.84166,194.98511,318.71119,22.04954,227.94228,479.54148,223.96614,687.39858,757.23169,494.39574,393.75214,617.18314,692.20555,316.85252,594.52092,82.09538,462.86476,130.77372,171.55141,477.83269,294.0338,326.61244,386.15702,845.12885,694.76926,495.0612,105.25796,776.19164,145.80065,163.19086,28.20377,403.49428,29.50256,923.43448,38.22748,730.39058,460.23333,483.31966,960.82122,964.28472,19.07575,422.09719,692.65341
541,588.53005,357.17595,927.6044,886.51473,772.28547,892.0846,358.91262,908.34503,221.93466,787.86828,119.4418,820.60925,330.71806,401.38839,474.09859,53.92446,658.33215,473.99126,317.82151,644.22572,832.48311,963.57409,879.42359,275.43997,949.74964,146.03491,619.11134,493.10545,430.08896,353.15962,886.27159,247.32893,318.98218,517.89658,803.75106,119.48425,697.35243,88.10475,126.88743,684.65953,903.21707,2.86714,828.76093,354.40803,92.54716,415.45164,768.73129,394.67386,377.80562,325.96192,399.81392,984.44409,894.86596,112.3773,775.3948,492.15618,166.92212,886.70352,238.37963,873.51881,620.57481,858.80208,325.84985,184.07228,779.56962,243.06426,200.27074,210.87049,983.75605,812.76607,688.27761,76.10645,859.07347,334.30459,795.99582,830.9063,606.85535,234.80722,176.98877,146.46968,588.29307,271.89011,222.20869,273.44074,371.42027,241.36338,829.85201,719.94693,298.94398,779.43718,540.63647,861.47002,868.98726,752.36791,632.75018,125.49826,496.44612,943.11275,550.67025,422.92187,761.30629,847.95395,505.04539,526.83841,75.56649,150.59451,507.96044,194.28442,234.41225,172.80307,734.35648
542,346.2761,411.88006,679.09981,684.46235,231.59262,2.82271,941.46846,963.5687,479.7597,943.89793,328.00738,55.94087,860.1206,355.39308,505.93288,217.88864,890.61126,625.82512,528.91771,483.30014,74.79276,717.26058,993.12095,684.09259,172.17664,579.41545,157.41225,805.46541,494.74758,390.6093,130.9632,403.49486,968.62381,978.72273,297.72485,878.79763,915.09674,980.15683,776.6923,130.77275,608.83746,446.68055,137.76669,54.8549,412.32508,656.40977,62.04495,317.05523,820.15745,816.65131,737.71551,376.33894,675.46342,61.97765,197.6114,21.76478,419.85195,58.8788,15.31027,651.95699,580.38437,197.72056,452.83124,53.90054,498.96979,992.1866,185.41414,168.24401,497.3234,9.84664,566.55136,449.95169,607.62616,76.82967,803.90552,473.45133,862.04621,642.29085,295.67363,130.05492,365.00247,333.63102,590.21103,769.81592,650.07329,936.04494,835.58946,627.65463,717.59376,616.38684,624.37231,633.11683,36.46022,232.7558,136.91297,980.35498,574.13669,972.93108,575.95579,936.46467,517.11645,876.69223,243.42516,877.61279,420.45325,286.45773,238.8115,57.3243,882.10485,403.04059,309.94226
543,965.13735,931.24256,216.12382,503.71505,150.05243,955.05052,514.40948,831.13904,277.22042,895.9541,209.78322,661.08377,991.72211,379.39813,624.97906,635.1443,76.42462,771.63179,227.32342,288.19342,344.98141,992.1116,138.51272,991.73567,47.24713,447.27649,826.24921,445.72951,818.88263,4.89405,363.56611,181.68491,346.00675,564.23237,839.11908,455.80747,61.0053,346.2756,436.97715,822.52097,252.50785,836.93018,305.15845,802.30017,214.57943,960.39768,482.75515,625.99897,437.72238,66.55336,683.72755,571.02818,374.98062,244.57727,244.51623,537.5993,64.48414,222.12166,61.19379,908.23745,655.47249,429.31658,533.35831,425.89585,627.34711,724.45084,62.14586,584.75522,343.74548,517.32717,885.18894,203.63433,414.99883,633.86988,434.14039,160.76781,160.17279,99.7584,310.68683,855.42642,349.27694,138.499,497.57489,44.19117,771.64999,364.02468,821.96346,400.43589,5.26536,815.88477,475.43221,364.50745,894.59106,738.86807,99.85362,306.49271,237.20278,48.94209,485.90953,791.73996,539.10088,638.77715,260.60865,19.4995,378.49089,465.21044,470.20937,129.24985,920.94837,969.641,381.1937
544,810.45126,56.81205,865.41828,711.33914,567.97738,709.24388,81.04716,926.81636,837.26134,181.58584,502.39199,866.40034,742.32936,34.07759,40.31305,792.64432,487.2768,195.72302,706.69782,856.74523,952.75632,718.67902,272.3132,11.89968,788.57793,5.66479,334.69233,186.72325,949.26916,191.75756,960.0187,71.05675,219.81309,575.79352,734.74809,377.07849,630.44057,274.5854,527.24548,282.7617,98.91329,610.53699,960.38896,815.03699,803.03571,241.98804,777.88423,675.86255,228.5409,341.58311,122.80423,738.56674,400.80366,710.88894,209.06373,827.69992,73.00944,749.53465,825.13225,529.6464,753.59964,78.96157,661.13647,994.27827,349.12402,542.52858,106.29419,800.78528,980.16693,429.7181,854.30019,324.79641,405.6253,376.55656,841.47769,655.80229,82.22996,692.45884,926.5347,845.33146,764.14358,167.80593,259.53693,649.92196,582.19494,753.80456,365.93228,774.46092,6.22946,421.22109,979.25595,79.77986,672.28237,772.84256,67.80251,690.33581,976.21857,96.04279,253.51724,244.03823,546.58423,939.29827,781.10363,373.11392,114.26891,964.95901,571.07035,899.69915,913.9394,61.3846,86.69828
545,687.215,126.05739,322.50462,883.65879,852.29289,240.79726,570.4486,954.28405,542.21743,416.7734,58.85588,484.55591,658.10507,785.3562,143.82771,898.20495,169.98732,143.29602,670.02749,437.72431,181.65169,731.35391,516.26757,704.82234,844.71806,387.68065,3.81756,133.61312,926.26494,750.10578,113.78156,353.14519,666.08141,705.63204,514.22449,31.58991,46.61331,191.37457,849.43015,889.119,843.95102,269.95852,428.2507,278.37014,466.87955,887.75477,888.42381,53.27619,457.88617,897.69541,607.4683,503.22537,224.01152,994.90706,212.86311,870.68859,517.87339,453.06029,831.81314,423.0043,927.4284,584.0907,721.64967,420.06583,833.10488,657.2353,834.4084,749.8679,884.42878,119.62193,527.06923,343.21208,401.59524,562.80371,507.4656,285.85489,741.91861,651.73226,50.94877,512.22137,59.16638,858.24043,759.74152,492.16449,519.78914,498.96048,19.40044,62.87809,789.41849,605.47708,290.70851,855.44902,519.50896,364.5363,224.01308,863.46417,995.80594,990.61766,385.92011,937.98575,735.4198,571.09786,212.54628,59.10707,959.80998,750.29817,971.67376,38.46661,250.20373,464.1698,509.90697
546,404.67196,639.47794,531.24261,69.16163,493.32226,784.80175,906.96352,375.22965,211.13733,583.40324,357.67632,161.38229,272.2127,806.11478,601.89216,62.23245,711.70484,859.9944,136.17962,275.7062,818.27948,753.22626,466.77774,679.82014,341.20153,142.1972,669.09498,324.87511,72.44626,908.97363,115.27522,499.41416,198.45408,964.89542,175.61312,220.95861,330.58186,641.59851,437.91276,660.05126,243.22504,204.38924,326.24582,635.29146,222.23865,784.81344,22.41387,869.21567,432.41674,190.29041,62.99886,555.58485,585.91235,813.2606,638.1091,239.59896,626.95379,682.05347,827.63194,769.20266,813.99174,681.85782,802.1607,165.58685,725.73907,164.8389,693.21695,4.93353,879.46575,423.77077,106.3436,744.81504,184.457,147.82945,694.23166,597.0451,749.68164,196.4981,555.01945,75.51814,101.46229,509.87192,947.76556,29.68647,590.06939,563.24715,138.06133,438.136,904.63022,416.30038,224.14242,65.67625,276.33813,204.62135,339.14451,651.54993,947.58852,201.05372,961.39085,863.85549,867.00309,58.83174,112.64012,178.72552,385.46529,532.85673,300.34848,392.27024,174.11416,43.29756,358.93483
547,979.59111,331.19559,528.26298,843.33184,623.96652,779.96908,590.22367,896.11498,2.09946,856.37,610.53616,621.07928,393.66679,252.33444,725.15146,452.06425,136.65515,167.75492,32.70869,981.36717,159.36759,831.81596,78.67034,800.00082,9.63833,557.96838,36.45959,319.58847,371.021,981.87884,942.00522,744.40709,447.53695,435.62351,487.98127,739.76841,80.96988,869.38628,409.82019,79.74538,106.9263,260.25418,407.69413,935.89901,435.58388,859.32039,8.86042,751.98322,783.27463,805.17229,303.54521,743.39444,884.41785,195.56457,136.18834,853.79216,53.75952,979.87992,6.26835,664.77813,149.30042,819.63911,572.84669,669.3605,642.32449,302.90784,981.43362,783.40409,518.50529,497.44956,745.21291,404.13163,878.77427,595.06537,388.27276,949.33746,551.52726,149.18459,1.77404,569.27111,374.49359,385.49174,556.37364,107.87036,260.12983,946.50486,226.31276,423.00483,100.85604,404.27524,141.21029,393.17838,857.74998,245.751,155.82869,479.49474,980.75695,53.88459,210.36065,186.1531,283.55436,743.38108,393.96841,210.91414,39.98978,482.76547,161.67637,92.22438,596.2704,903.7651,957.23945
548,138.90767,264.7734,598.02928,537.38751,139.17192,552.92691,889.48638,811.77951,759.29964,923.0191,334.84048,931.49877,933.24673,668.99483,703.72239,448.52974,92.29781,681.23599,332.92161,69.89417,387.73081,810.96386,914.41752,8.91629,757.26081,294.69258,838.5736,565.6947,937.96751,217.32904,566.96844,149.86871,603.22144,772.31256,930.89188,530.97317,999.40628,754.96487,729.0062,706.2734,277.04427,951.25418,521.50848,373.93115,204.4227,357.80589,286.33229,82.50407,918.94434,301.58929,437.43448,706.30614,551.37661,189.19852,334.2475,410.0261,901.38604,145.6192,855.32983,637.86153,932.53239,593.12497,628.54898,182.43804,610.35834,547.15138,429.88268,855.66926,789.60322,398.02231,236.00046,792.81548,638.31535,584.96637,524.06002,447.21198,742.01226,781.11217,207.60139,419.42593,973.26977,840.70745,110.57078,569.46088,86.99191,349.28481,946.79192,730.91531,898.40177,220.42874,847.43949,841.61714,452.61758,164.19164,375.89338,425.91053,877.06539,411.9193,537.25188,929.21876,364.0192,527.00748,307.21235,226.02134,355.69414,699.66126,66.33564,910.34557,525.7654,818.48058,825.60689
